date,fees_block_mean,fees_block_mean_usd,fees_total,fees_total_usd,fees_reward_percent
2023-03-07,0.08059405514974079,125.88297338417782,3943.1815983356287,6159007.922730888,1.0
2023-03-06,0.06512058165203827,101.97742884897082,4026.6919752959548,6305712.940366714,1.0
2023-03-05,0.05683669876451121,88.92464308196197,3115.210068391996,4873944.994674164,1.0
2023-03-04,0.0532857120571156,83.48247875762047,2828.2758362922186,4431046.678533159,1.0
2023-03-03,0.0870214629873079,136.57275988268188,3728.3948349683114,5851397.518083844,1.0
2023-03-02,0.07658561080018955,126.20202275188258,3443.477208688115,5674352.982184103,1.0
2023-03-01,0.07207004057077328,120.00531132617935,3779.8036144647417,6293828.974055098,1.0
2023-02-28,0.06274427037435604,100.70103143416999,3018.6247158391348,4844723.200764433,1.0
2023-02-27,0.059883038784067276,97.80859135726632,2877.47459363785,4699857.29489937,1.0
2023-02-26,0.04917977854852395,80.72337861546764,2549.804025570668,4185232.260619078,1.0
2023-02-25,0.04416935632659995,70.42436224096565,2568.073633940761,4094579.6565570864,1.0
2023-02-24,0.058847856512791556,94.60382950278927,3646.266880413917,5861739.589467711,1.0
2023-02-23,0.06403758762422233,105.68181809181901,4427.872986129105,7307359.393356883,1.0
2023-02-22,0.07568510276988057,124.34529281932997,4272.322327618509,7019124.65470942,1.0
2023-02-21,0.07509666223253875,124.64069341318378,3910.2569932796314,6489997.405702912,1.0
2023-02-20,0.09923435937592973,169.0131609271314,3951.055596707033,6729326.410709572,1.0
2023-02-19,0.0755953748599672,126.93493498844902,3108.929915334456,5220316.9495176,1.0
2023-02-18,0.05881614313093145,99.4614146678938,3218.3003030479454,5442327.291925419,1.0
2023-02-17,0.07720351207754747,130.78496136932378,4237.42199382549,7178314.261290723,1.0
2023-02-16,0.09440599041026715,154.68202177630832,4795.605241233586,7857487.762496878,1.0
2023-02-15,0.0861866927386862,144.37655654234555,4611.643924864271,7725244.45148445,1.0
2023-02-14,0.09632979053740255,149.8705058829642,6270.725255417548,9756034.5666651,1.0
2023-02-13,0.07108027477471518,106.97926771530675,3067.737182799346,4617093.538243251,1.0
2023-02-12,0.05241531076694888,79.41661562425479,2176.6140786218275,3297878.4464872377,1.0
2023-02-11,0.04886925940167651,75.15516600290334,2236.0097637941385,3438719.6990404185,1.0
2023-02-10,0.06582597943572614,99.6054394231691,3130.6851132723373,4737237.016086416,1.0
2023-02-09,0.07899328447570224,122.04665444014817,4280.595381825726,6613629.865263736,1.0
2023-02-08,0.083475086019983,137.73271962555893,4118.78920755717,6795944.349017457,1.0
2023-02-07,0.08793092910577,146.92676951434595,3931.0306847324214,6568492.39787689,1.0
2023-02-06,0.0694502598052228,112.13257279328273,3031.7883490559952,4895046.1625023605,1.0
2023-02-05,0.054228577718981076,88.35700174812052,2496.9660691574877,4068416.4073202834,1.0
2023-02-04,0.05863332238306628,97.7103916535933,2804.182240748066,4673072.135013057,1.0
2023-02-03,0.07277115329722222,121.02658907039739,3538.4090559522842,5884771.085441303,1.0
2023-02-02,0.07710537939407117,126.66954795259025,3446.3253518741444,5661660.416562537,1.0
2023-02-01,0.07472824492216869,122.62681748867914,3242.643566495576,5321081.222015041,1.0
2023-01-31,0.0739873481572292,117.29812487228052,3109.765040535496,4930161.941647372,1.0
2023-01-30,0.054165151408283554,84.83952028120578,2298.5242373433207,3600205.825716739,1.0
2023-01-29,0.054506133597892435,89.64680378660493,2396.5231889379816,3941586.5684716105,1.0
2023-01-28,0.047528317188679246,74.7303988280285,1952.831092897255,3070503.124203755,1.0
2023-01-27,0.06718219632764717,107.3385581235843,2648.645953020494,4231803.262140289,1.0
2023-01-26,0.08263942599679437,132.2873445726955,2746.6659772135076,4396801.456097205,1.0
2023-01-25,0.07409979224224393,119.44177125240361,2657.008095506163,4282842.6849260125,1.0
2023-01-24,0.10363607542728782,161.23519740178628,3065.790028911823,4769702.620115534,1.0
2023-01-23,0.05558146655164934,90.40041158666348,2326.5967595922725,3784090.591922277,1.0
2023-01-22,0.048795420827514424,79.4263100433703,1956.018162783438,3183891.0785681345,1.0
2023-01-21,0.06030104497560511,98.0894020937908,2210.6867730108183,3596039.5689495592,1.0
2023-01-20,0.061751756174076515,102.45594838028536,2623.5059831735284,4352812.134276384,1.0
2023-01-19,0.05467450296271892,84.80933286166932,2558.16219445871,3968139.028386297,1.0
2023-01-18,0.08390304063065737,126.83973815475869,3325.56932142205,5027402.32980954,1.0
2023-01-17,0.059335127866595366,92.91937680055678,2798.8291264286204,4382993.136607133,1.0
2023-01-16,0.08107451969883048,127.85022550916963,2879.143362221385,4540256.66141002,1.0
2023-01-15,0.056831200568216056,88.24752840038884,2398.0532814896387,3723698.830009521,1.0
2023-01-14,0.07860895155426452,121.84388314496985,3011.626276929488,4668021.044768792,1.0
2023-01-13,0.0658913181233615,95.64671041175855,3064.6261273201067,4448558.87040102,1.0
2023-01-12,0.06889339972332341,97.5558434241312,2721.7638447331633,3854127.8052846394,1.0
2023-01-11,0.06467001098700238,89.87558909480245,2706.305599702345,3761106.6757464483,1.0
2023-01-10,0.052984259465836264,70.76485180031166,2597.0832448923493,3468619.0349868075,1.0
2023-01-09,0.05837038713725211,77.08215425947449,2792.1707368215143,3687255.5761602693,1.0
2023-01-08,0.05070039543552627,65.42352402853756,2276.9660021716522,2938184.9722390417,1.0
2023-01-07,0.043626251528764294,55.13950810688264,1931.2142899926444,2440874.525489933,1.0
2023-01-06,0.05751334758061618,73.00040324676537,2534.382457332103,3216834.8592027747,1.0
2023-01-05,0.05483896392889745,68.62456640722776,2583.473562627763,3232915.8021609373,1.0
2023-01-04,0.15578072788564,195.7575540795231,3192.37622096835,4011611.50804972,1.0
2023-01-03,0.05290611963429088,64.24018852570435,2290.1346527369,2780749.80471092,1.0
2023-01-02,0.05423577170160475,65.8699619580023,2070.6951113596415,2514882.7781470506,1.0
2023-01-01,0.042019535145949895,50.434279805322255,1811.432243299732,2174185.894480723,1.0
2022-12-31,0.04057668408034614,48.50970594203273,1977.8610829654126,2364546.5789875872,1.0
2022-12-30,0.044573952032477784,53.48159051404779,2129.6400531299314,2555226.3613695703,1.0
2022-12-29,0.045354853606771696,54.44749841122954,2059.1873529164136,2472008.863668798,1.0
2022-12-28,0.049273330412708545,58.60205655894352,2039.3603457820375,2425464.43129733,1.0
2022-12-27,0.04802447087516074,58.166934630600046,1909.4752714378503,2312744.3419667026,1.0
2022-12-26,0.042125302962125986,51.727716393483725,1509.1584533384353,1853169.353756484,1.0
2022-12-25,0.037251227473345944,45.394709329650645,1393.8579792927362,1698568.9360728238,1.0
2022-12-24,0.03164448408495173,38.61826719647528,1420.3163461125798,1733324.3926634472,1.0
2022-12-23,0.04436330679044211,54.12046798328284,1741.9832449781766,2125110.936445525,1.0
2022-12-22,0.04974218062337467,60.566156170694875,1869.604626079957,2276433.488470777,1.0
2022-12-21,0.048278611103023304,58.593962445592524,1922.2427806478636,2332954.8785122163,1.0
2022-12-20,0.05438397537054191,66.1818566221279,2036.4245875016252,2478199.858571051,1.0
2022-12-19,0.04939514480590631,57.678017346781694,1858.2745446669715,2169881.105593367,1.0
2022-12-18,0.040683100020726844,48.13581096608858,1736.5622042962189,2054681.9183953488,1.0
2022-12-17,0.048827929694663784,57.96254248553165,1785.561040731234,2119599.547453369,1.0
2022-12-16,0.07746840478067737,90.37853745866312,2450.7451628329527,2859162.5725070043,1.0
2022-12-15,0.051359523084565956,65.05572035104495,2194.349754463834,2779523.550943615,1.0
2022-12-14,0.056766488048323176,74.21122473527095,2048.698496671141,2678277.7969609625,1.0
2022-12-13,0.06433204691914372,84.96279261179296,2347.4614703034754,3100272.5953403166,1.0
2022-12-12,0.051200844559620304,65.29809183517123,2096.1841810010123,2673331.432942526,1.0
2022-12-11,0.04409909253849814,55.69946997722093,1922.2972049574605,2427962.32964095,1.0
2022-12-10,0.04139277768030231,52.41871876859137,1893.693250966591,2398123.0426977295,1.0
2022-12-09,0.05405758892935375,68.27228669552666,3655.1375708888713,4616273.22072093,1.0
2022-12-08,0.05428798558658722,69.48889491309714,1971.5347129943398,2523574.360118364,1.0
2022-12-07,0.07998523509495194,98.47885851746675,2169.2779111492423,2670843.0905220234,1.0
2022-12-06,0.054193788837386986,68.88983016095214,1936.921820801033,2462168.0478994725,1.0
2022-12-05,0.05186979887395347,65.32271779886564,1784.8544455519143,2247773.1896004174,1.0
2022-12-04,0.040152500523952236,51.372920392626575,1472.2970287758535,1883723.2318441332,1.0
2022-12-03,0.042500541234034815,52.71478450593357,1506.6340080274313,1868726.4857435573,1.0
2022-12-02,0.050032653105161126,64.8198528974797,1624.0108897307343,2103988.904106154,1.0
2022-12-01,0.051948567866447304,66.3103443016317,1677.4464898111491,2141195.7798895114,1.0
2022-11-30,0.06176371500673757,79.9466008646304,1713.687471896575,2218187.3015165585,1.0
2022-11-29,0.051878047375319786,63.107705870591474,1534.0505176477864,1866115.1249189307,1.0
2022-11-28,0.0557639768150243,65.12295236054793,1822.1715696561623,2127990.1309242984,1.0
2022-11-27,0.04105192353338742,49.01303198395657,1326.9290957602036,1584257.5112964723,1.0
2022-11-26,0.04435951957818887,53.486254052958905,1374.307151263765,1657063.5150754512,1.0
2022-11-25,0.045112778419211234,54.1086218078538,1430.7790374374026,1716087.648335518,1.0
2022-11-24,0.05262206180601589,63.34647804168254,1594.5399354296173,1919508.3875396647,1.0
2022-11-23,0.05487200740991205,64.98751436803452,1736.5354872211578,2056661.1329404563,1.0
2022-11-22,0.07185408197229118,81.88586755251566,2017.828438140141,2299544.1274019866,1.0
2022-11-21,0.06927343349645429,76.71340433279325,1795.530969381815,1988371.1012142857,1.0
2022-11-20,0.056876684926474345,64.93301562318359,1627.563213139022,1858100.3390597226,1.0
2022-11-19,0.04446732146110418,54.16065046128167,1556.9265639288608,1896317.4001068212,1.0
2022-11-18,0.06851507191784731,83.06302305265704,1899.432811013471,2302743.424941036,1.0
2022-11-17,0.0797525203112314,95.74068131957681,2175.7745236644087,2611956.7692718073,1.0
2022-11-16,0.06801196026411602,82.71561261732685,2195.5987453660127,2670269.9728036495,1.0
2022-11-15,0.07711187134575503,96.62644586456219,2485.00292575304,3113878.5311267525,1.0
2022-11-14,0.0901402853291994,112.06724299948586,2514.0536586364606,3125606.505983545,1.0
2022-11-13,0.08257170192271517,100.89496870767795,2082.500767326998,2544622.974464467,1.0
2022-11-12,0.08663733511786907,108.97814426401659,2108.8167588746746,2652608.5626059445,1.0
2022-11-11,0.11886173082295257,153.14989287564896,3143.049309896162,4049727.8794507333,1.0
2022-11-10,0.17097420864205967,222.49545846952907,4862.425612959759,6327665.585482481,1.0
2022-11-09,0.2073159955959871,228.76765902592945,6723.87585216345,7419617.255573613,1.0
2022-11-08,0.16394290443063558,218.90281518125227,5797.709434037099,7741322.633762403,1.0
2022-11-07,0.06552094134393527,102.75729317936703,2271.8424892198545,3562958.344824146,1.0
2022-11-06,0.054574009272319236,85.60090635730236,1580.2807848869716,2478715.9545187876,1.0
2022-11-05,0.04997950319885082,81.32633352447584,1606.5199289261916,2614119.1326722265,1.0
2022-11-04,0.08065602774399348,132.65948689005205,2408.403095063295,3961235.4804976517,1.0
2022-11-03,0.17031890038460384,260.73642595288595,3175.3896346101956,4861114.8995590005,1.0
2022-11-02,0.08126457351463184,123.43768007127112,2161.9665899938823,3283941.9284270494,1.0
2022-11-01,0.07170963413134561,113.17478317219555,1880.3975123332311,2967712.5439805384,1.0
2022-10-31,0.07891708901624807,124.15530649469345,2552.6781532027157,4015968.4352769204,1.0
2022-10-30,0.05202115474249358,82.75887912652132,1222.394930297442,1944671.0628036563,1.0
2022-10-29,0.06917712569923086,112.08411215569845,1753.1567013829508,2840548.9583170954,1.0
2022-10-28,0.07016830571684791,109.10650949503818,2146.3743523509925,3337452.875087176,1.0
2022-10-27,0.06698578809643413,101.43010304460996,2049.3701118641766,3103163.036966535,1.0
2022-10-26,0.07874818814678887,123.39040833040359,2437.7219407366724,3819662.5565885776,1.0
2022-10-25,0.07863378137320025,114.82196078400302,2659.2616738743336,3883084.7798458626,1.0
2022-10-24,0.06850706205162474,92.06089743588493,2416.0636917748034,3246745.44588459,1.0
2022-10-23,0.0638538069571386,87.12115982110481,1820.0222158658503,2483210.538297958,1.0
2022-10-22,0.06132689292075012,80.57630766486548,2287.091881243729,3004969.1139424616,1.0
2022-10-21,0.08924144839643595,115.99935502868827,3743.1499154871112,4865485.531379327,1.0
2022-10-20,0.08849545497028416,113.5279459259898,3854.179735666276,4944402.046033818,1.0
2022-10-19,0.0941097344440542,120.92055377141521,3324.602226304395,4271744.51877126,1.0
2022-10-18,0.08258660667193238,108.25873996282523,3023.3979256098146,3963224.341362562,1.0
2022-10-17,0.09020897915104331,120.11167479026888,2799.480326693973,3727458.992952513,1.0
2022-10-16,0.05862681936562616,76.56381647681826,1841.875786870495,2405401.5081318007,1.0
2022-10-15,0.05291105393659162,67.4584264997088,2061.4708614755136,2628251.948199529,1.0
2022-10-14,0.06269339980193361,81.28061642654148,2229.526934704772,2890532.7221828573,1.0
2022-10-13,0.08470307742590426,109.01500287521105,2859.351455443276,3680057.639098936,1.0
2022-10-12,0.06249005340645344,80.88227054952081,2398.5169018771467,3104453.9474692056,1.0
2022-10-11,0.05798025211146213,74.2115740827614,3161.3292456082154,4046329.75826738,1.0
2022-10-10,0.0675891299470772,87.19227736944923,4064.6119959320777,5243487.774232341,1.0
2022-10-09,0.05215882779870226,69.02524874501347,3358.812115508892,4444939.649631746,1.0
2022-10-08,0.05034788261007383,66.23630430832199,2297.0008778505858,3021871.849509563,1.0
2022-10-07,0.08007508130685205,106.59269808902582,1482.9458735623155,1974037.3559816584,1.0
2022-10-06,0.06477871918356254,87.5970759816444,1655.6595310389025,2238866.954580815,1.0
2022-10-05,0.08091825970848408,109.44049343553381,2057.144451228765,2782250.9359657126,1.0
2022-10-04,0.06473407507372159,88.15739150299599,1884.205776177218,2565985.0101124174,1.0
2022-10-03,0.06048668181584895,80.04132496997866,1903.6832262170112,2519121.9484221693,1.0
2022-10-02,0.05412181417875646,69.1053025916389,886.4800533041263,1131899.8310496286,1.0
2022-10-01,0.05290329368043142,69.40350343813775,1203.3301199640648,1578641.3341790182,1.0
2022-09-30,0.07089850576403288,94.20520205843057,2034.8358220450034,2703754.017178857,1.0
2022-09-29,0.07360222922380982,98.33388943286651,1918.969872563067,2563777.935309811,1.0
2022-09-28,0.08096588814437174,108.25768514052204,2047.9063772828877,2738209.990284277,1.0
2022-09-27,0.07317695405956941,97.19056416729256,2306.7525015834835,3063732.0165131157,1.0
2022-09-26,0.07621046065309246,101.87000532940083,1673.1758581448714,2236522.809671883,1.0
2022-09-25,0.05955296878289704,77.09294111927258,1108.9111704435188,1435515.7319051642,1.0
